timestamp,market,yes_qty,yes_avg_cost,no_qty,no_avg_cost,completed_pairs,unmatched_qty,unmatched_side,avg_pair_cost,total_capital,winner,pair_profit,gamble_result,net_pnl,num_buys,cumulative_pnl,fills_attempted,fills_rejected,rejection_rate,dead_zone_blocks,cap_exhausted_at_s,max_unhedged_usd,avg_hedge_time_s,sniper_fills,value_fills,panic_fills,avg_slippage_cents,mode
2026-03-03 04:45:00,BTC Up/Down 5m — 04:40-04:45 UTC,10,0.3550,4,0.9906,4,6,YES,1.3456,7.51,NO,-1.3824,-2.1299,-3.5122,4,-22.1972,105,101,96.2%,58516,N/A,3.55,253.4,2,0,2,+0.00,PAPER
2026-03-03 04:50:00,BTC Up/Down 5m — 04:45-04:50 UTC,23,0.3874,12,0.4400,12,11,YES,0.8273,14.19,NO,+2.0718,-4.2610,-2.1892,8,-24.3865,32,24,75.0%,55028,N/A,5.28,97.9,0,8,0,+0.00,PAPER
2026-03-03 04:55:00,BTC Up/Down 5m — 04:50-04:55 UTC,23,0.4790,32,0.4069,23,9,NO,0.8859,24.04,YES,+2.6240,-3.6625,-1.0384,13,-25.4249,400,387,96.8%,40048,169,5.36,119.5,2,9,2,+0.00,PAPER
2026-03-03 05:00:00,BTC Up/Down 5m — 04:55-05:00 UTC,30,0.3822,33,0.3939,30,3,NO,0.7761,24.47,NO,+6.7163,+1.8182,+8.5345,13,-16.8904,342,329,96.2%,67542,262,4.59,95.7,2,8,3,+0.00,PAPER
2026-03-03 05:05:00,BTC Up/Down 5m — 05:00-05:05 UTC,30,0.4220,34,0.3367,30,4,NO,0.7587,24.11,YES,+7.2395,-1.3466,+5.8929,13,-10.9975,391,378,96.7%,55327,270,5.51,170.4,5,3,5,+0.00,PAPER
2026-03-03 05:10:00,BTC Up/Down 5m — 05:05-05:10 UTC,11,0.3383,20,0.4264,11,9,NO,0.7647,12.25,YES,+2.5887,-3.8375,-1.2488,7,-12.2464,334,327,97.9%,44589,N/A,3.84,78.9,2,5,0,+0.00,PAPER
2026-03-03 05:15:00,BTC Up/Down 5m — 05:10-05:15 UTC,27,0.4724,90,0.1268,27,63,NO,0.5991,24.16,YES,+10.8231,-7.9877,+2.8354,13,-9.4110,370,357,96.5%,56045,275,8.24,175.2,4,2,6,+0.00,PAPER
2026-03-03 05:19:50,BTC Up/Down 5m — 05:15-05:20 UTC,12,0.9796,12,0.4366,12,0,NONE,1.4162,16.99,YES,-4.9946,+0.0000,-4.9946,9,-14.4056,75,66,88.0%,65801,N/A,5.24,262.8,0,3,6,+0.00,PAPER
2026-03-03 05:25:00,BTC Up/Down 5m — 05:20-05:25 UTC,14,0.3994,0,0.0000,0,14,YES,0.0000,5.59,NO,+0.0000,-5.5920,-5.5920,3,-19.9976,219,216,98.6%,45602,N/A,5.59,N/A,1,2,0,+0.00,PAPER
2026-03-03 05:30:05,BTC Up/Down 5m — 05:25-05:30 UTC,24,0.4505,28,0.4380,24,4,NO,0.8885,23.08,NO,+2.6749,+2.2478,+4.9227,13,-15.0748,403,390,96.8%,44500,196,5.20,125.2,0,12,1,+0.00,PAPER
2026-03-03 05:35:00,BTC Up/Down 5m — 05:30-05:35 UTC,11,0.3216,0,0.0000,0,11,YES,0.0000,3.54,NO,+0.0000,-3.5373,-3.5373,2,-18.6121,140,138,98.6%,57857,N/A,3.54,N/A,2,0,0,+0.00,PAPER
2026-03-03 05:40:00,BTC Up/Down 5m — 05:35-05:40 UTC,20,0.3499,20,0.6616,20,0,NONE,1.0115,20.23,NO,-0.2294,+0.0000,-0.2294,11,-18.8415,208,197,94.7%,47490,272,5.24,132.4,4,3,4,+0.00,PAPER
2026-03-03 05:45:00,BTC Up/Down 5m — 05:40-05:45 UTC,18,0.3244,18,0.7276,18,0,NONE,1.0519,18.93,NO,-0.9350,+0.0000,-0.9350,10,-19.7765,310,300,96.8%,105170,N/A,3.49,89.8,3,2,5,+0.00,PAPER
2026-03-03 05:50:05,BTC Up/Down 5m — 05:45-05:50 UTC,21,0.4031,13,0.4099,13,8,YES,0.8130,13.79,NO,+2.4312,-3.2246,-0.7934,8,-20.5699,353,345,97.7%,59130,N/A,5.33,111.7,1,7,0,+0.00,PAPER
2026-03-03 05:55:00,BTC Up/Down 5m — 05:50-05:55 UTC,12,0.9497,12,0.4434,12,0,NONE,1.3930,16.72,YES,-4.7164,+0.0000,-4.7164,9,-25.2863,237,228,96.2%,71861,N/A,5.32,266.1,0,3,6,+0.00,PAPER
2026-03-03 06:00:09,BTC Up/Down 5m — 05:55-06:00 UTC,22,0.4157,22,0.5157,22,0,NONE,0.9314,20.49,NO,+1.5085,+0.0000,+1.5085,12,-23.7778,257,245,95.3%,56582,273,5.61,127.0,0,8,4,+0.00,PAPER
2026-03-03 06:05:00,BTC Up/Down 5m — 06:00-06:05 UTC,14,0.3921,14,0.5154,14,0,NONE,0.9076,12.71,NO,+1.2942,+0.0000,+1.2942,7,-22.4836,164,157,95.7%,60609,N/A,1.79,154.8,0,3,3,+0.00,PAPER
2026-03-03 06:10:00,BTC Up/Down 5m — 06:05-06:10 UTC,23,0.6684,24,0.3720,23,1,NO,1.0403,24.30,YES,-0.9277,-0.3720,-1.2997,15,-23.7833,345,330,95.7%,61711,281,5.20,207.3,1,3,10,+0.00,PAPER
2026-03-03 06:15:05,BTC Up/Down 5m — 06:10-06:15 UTC,28,0.4322,29,0.4334,28,1,NO,0.8656,24.67,YES,+3.7622,-0.4334,+3.3288,14,-20.4545,383,369,96.3%,58230,263,5.19,108.4,0,11,3,+0.00,PAPER
2026-03-03 06:19:59,BTC Up/Down 5m — 06:15-06:20 UTC,25,0.5482,24,0.3962,24,1,YES,0.9444,23.21,YES,+1.3333,+0.4518,+1.7850,13,-18.6694,375,362,96.5%,73035,265,5.20,149.7,0,5,7,+0.00,PAPER
2026-03-03 06:25:06,BTC Up/Down 5m — 06:20-06:25 UTC,36,0.3168,28,0.4499,28,8,YES,0.7667,24.00,NO,+6.5335,-2.5340,+3.9994,13,-14.6700,285,272,95.4%,47894,269,5.04,161.5,0,9,3,+0.00,PAPER
2026-03-03 06:30:06,BTC Up/Down 5m — 06:25-06:30 UTC,22,0.7805,22,0.3401,22,0,NONE,1.1206,24.65,NO,-2.6543,+0.0000,-2.6543,14,-17.3243,1539,1525,99.1%,57964,281,5.48,222.4,0,3,11,+0.00,PAPER
2026-03-03 06:35:07,BTC Up/Down 5m — 06:30-06:35 UTC,17,0.5201,17,0.4300,17,0,NONE,0.9501,16.15,NO,+0.8483,+0.0000,+0.8483,9,-16.4759,321,312,97.2%,75016,N/A,5.52,161.0,2,4,3,+0.00,PAPER
2026-03-03 06:40:00,BTC Up/Down 5m — 06:35-06:40 UTC,24,0.4935,28,0.4409,24,4,NO,0.9344,24.19,YES,+1.5742,-1.7638,-0.1895,14,-16.6655,511,497,97.3%,60263,247,5.32,153.3,0,8,6,+0.07,PAPER
2026-03-03 06:45:00,BTC Up/Down 5m — 06:40-06:45 UTC,12,0.9384,12,0.4468,12,0,NONE,1.3852,16.62,YES,-4.6227,+0.0000,-4.6227,9,-21.2882,564,555,98.4%,70997,N/A,5.36,268.3,0,3,6,+0.00,PAPER
2026-03-03 06:50:00,BTC Up/Down 5m — 06:45-06:50 UTC,14,0.4140,0,0.0000,0,14,YES,0.0000,5.80,NO,+0.0000,-5.7961,-5.7961,3,-27.0843,47,44,93.6%,59240,N/A,5.80,N/A,0,3,0,+0.00,PAPER
2026-03-03 06:55:00,BTC Up/Down 5m — 06:50-06:55 UTC,0,0.0000,10,0.3713,0,10,NO,0.0000,3.71,YES,+0.0000,-3.7129,-3.7129,2,-30.7972,196,194,99.0%,53299,N/A,3.71,N/A,1,1,0,+0.00,PAPER
2026-03-03 07:00:00,BTC Up/Down 5m — 06:55-07:00 UTC,0,0.0000,13,0.4311,0,13,NO,0.0000,5.60,YES,+0.0000,-5.6042,-5.6042,3,-36.4014,157,154,98.1%,55830,N/A,5.60,N/A,0,3,0,+0.00,PAPER
2026-03-03 07:05:05,BTC Up/Down 5m — 07:00-07:05 UTC,79,0.0948,16,0.9894,16,63,YES,1.0842,23.32,YES,-1.3471,+57.0303,+55.6832,12,+19.2818,14,2,14.3%,57965,280,5.97,266.2,0,3,8,+0.00,PAPER
2026-03-03 07:10:00,BTC Up/Down 5m — 07:05-07:10 UTC,75,0.0756,16,0.8462,16,59,YES,0.9219,19.21,NO,+1.2501,-4.4632,-3.2132,10,+16.0687,168,158,94.0%,56064,N/A,4.77,198.4,0,3,6,+0.00,PAPER
2026-03-03 07:15:00,BTC Up/Down 5m — 07:10-07:15 UTC,26,0.4426,33,0.3924,26,7,NO,0.8350,24.46,YES,+4.2900,-2.7467,+1.5434,13,+17.6121,315,302,95.9%,40825,185,5.36,123.7,5,6,2,+0.00,PAPER
2026-03-03 07:20:07,BTC Up/Down 5m — 07:15-07:20 UTC,29,0.3171,35,0.4144,29,6,NO,0.7316,23.70,YES,+7.7844,-2.4867,+5.2977,13,+22.9098,565,552,97.7%,57276,266,6.22,157.7,2,3,8,+0.07,PAPER
2026-03-03 07:24:54,BTC Up/Down 5m — 07:20-07:25 UTC,31,0.4058,31,0.3504,31,0,NONE,0.7562,23.44,YES,+7.5586,+0.0000,+7.5586,13,+30.4684,317,304,95.9%,50407,220,5.46,132.9,0,11,2,+0.00,PAPER
2026-03-03 07:30:07,BTC Up/Down 5m — 07:25-07:30 UTC,24,0.5463,24,0.4009,24,0,NONE,0.9472,22.73,NO,+1.2663,+0.0000,+1.2663,13,+31.7347,307,294,95.8%,58374,278,5.44,138.4,0,5,8,+0.00,PAPER
2026-03-03 07:34:53,BTC Up/Down 5m — 07:30-07:35 UTC,14,0.3980,14,0.9446,14,0,NONE,1.3426,18.80,NO,-4.7963,+0.0000,-4.7963,10,+26.9384,516,506,98.1%,61602,N/A,5.57,265.0,0,3,7,+0.00,PAPER
2026-03-03 07:40:07,BTC Up/Down 5m — 07:35-07:40 UTC,14,0.3921,14,0.6042,14,0,NONE,0.9963,13.95,NO,+0.0514,+0.0000,+0.0514,8,+26.9897,389,381,97.9%,71664,N/A,1.98,190.4,1,2,5,+0.00,PAPER
2026-03-03 07:45:00,BTC Up/Down 5m — 07:40-07:45 UTC,12,0.9906,12,0.4298,12,0,NONE,1.4204,17.04,YES,-5.0448,+0.0000,-5.0448,9,+21.9449,213,204,95.8%,65095,N/A,5.16,258.7,0,3,6,+0.00,PAPER
2026-03-03 07:50:07,BTC Up/Down 5m — 07:45-07:50 UTC,28,0.3311,33,0.4307,28,5,NO,0.7618,23.48,NO,+6.6687,+2.8464,+9.5151,13,+31.4601,589,576,97.8%,45963,204,5.12,113.1,4,8,1,+0.07,PAPER
2026-03-03 07:55:00,BTC Up/Down 5m — 07:50-07:55 UTC,22,0.6671,85,0.1084,22,63,NO,0.7756,23.89,YES,+4.9373,-6.8321,-1.8949,13,+29.5652,190,177,93.2%,60413,267,7.05,151.8,1,6,6,+0.00,PAPER
2026-03-03 08:00:00,BTC Up/Down 5m — 07:55-08:00 UTC,48,0.1607,22,0.7536,22,26,YES,0.9143,24.29,NO,+1.8844,-4.1783,-2.2939,13,+27.2713,334,321,96.1%,68620,274,4.82,195.4,1,4,7,+0.00,PAPER
2026-03-03 08:04:58,BTC Up/Down 5m — 08:00-08:05 UTC,36,0.3482,24,0.4820,24,12,YES,0.8302,24.10,NO,+4.0759,-4.1779,-0.1020,14,+27.1693,528,514,97.3%,19757,73,5.57,79.8,4,8,2,+0.00,PAPER
2026-03-03 08:10:05,BTC Up/Down 5m — 08:05-08:10 UTC,28,0.3955,28,0.4927,28,0,NONE,0.8882,24.87,YES,+3.1312,+0.0000,+3.1312,14,+30.3004,189,175,92.6%,53088,276,5.48,149.0,4,3,6,+0.00,PAPER
2026-03-03 08:15:00,BTC Up/Down 5m — 08:10-08:15 UTC,120,0.0898,23,0.5899,23,97,YES,0.6797,24.34,NO,+7.3669,-8.7097,-1.3429,13,+28.9576,309,296,95.8%,55847,268,8.71,135.1,2,0,10,+0.00,PAPER
2026-03-03 08:19:58,BTC Up/Down 5m — 08:15-08:20 UTC,25,0.3023,25,0.5403,25,0,NONE,0.8427,21.07,NO,+3.9333,+0.0000,+3.9333,12,+32.8908,1283,1271,99.1%,66113,277,3.57,156.3,0,6,5,+0.00,PAPER
2026-03-03 08:24:52,BTC Up/Down 5m — 08:20-08:25 UTC,22,0.3367,22,0.6267,22,0,NONE,0.9633,21.19,NO,+0.8064,+0.0000,+0.8064,12,+33.6972,331,319,96.4%,55804,276,5.24,145.9,4,3,5,+0.04,PAPER
2026-03-03 08:30:00,BTC Up/Down 5m — 08:25-08:30 UTC,12,0.3192,0,0.0000,0,12,YES,0.0000,3.83,NO,+0.0000,-3.8310,-3.8310,2,+29.8662,215,213,99.1%,72386,N/A,3.83,N/A,2,0,0,+0.00,PAPER
2026-03-03 08:35:00,BTC Up/Down 5m — 08:30-08:35 UTC,22,0.4137,14,0.5216,14,8,YES,0.9353,16.40,NO,+0.9060,-3.3098,-2.4038,9,+27.4624,625,616,98.6%,56761,N/A,5.32,84.6,0,8,1,+0.07,PAPER
2026-03-03 08:40:00,BTC Up/Down 5m — 08:35-08:40 UTC,73,0.0917,24,0.6889,24,49,YES,0.7806,23.23,NO,+5.2656,-4.4926,+0.7730,12,+28.2354,235,223,94.9%,53068,282,5.20,97.8,0,3,9,+0.13,PAPER
2026-03-03 08:45:00,BTC Up/Down 5m — 08:40-08:45 UTC,21,0.3443,22,0.7240,21,1,NO,1.0683,23.16,NO,-1.4344,+0.2760,-1.1585,12,+27.0770,225,213,94.7%,50984,273,4.06,147.4,4,2,6,+0.00,PAPER
2026-03-03 08:50:00,BTC Up/Down 5m — 08:45-08:50 UTC,21,0.2675,12,0.4366,12,9,YES,0.7041,10.86,NO,+3.5510,-2.4075,+1.1434,6,+28.2204,420,414,98.6%,66987,N/A,5.24,105.2,3,3,0,+0.00,PAPER
2026-03-03 08:55:06,BTC Up/Down 5m — 08:50-08:55 UTC,31,0.3783,24,0.5268,24,7,YES,0.9051,24.37,NO,+2.2778,-2.6482,-0.3703,13,+27.8501,435,422,97.0%,61776,279,3.75,172.1,0,2,10,+0.00,PAPER
2026-03-03 09:00:00,BTC Up/Down 5m — 08:55-09:00 UTC,10,0.3448,8,0.9906,8,2,YES,1.3354,11.37,NO,-2.6830,-0.6895,-3.3726,6,+24.4775,67,61,91.0%,63536,N/A,3.45,263.6,2,0,4,+0.00,PAPER
2026-03-03 09:05:02,BTC Up/Down 5m — 09:00-09:05 UTC,13,0.6480,13,0.4102,13,0,NONE,1.0582,13.76,NO,-0.7565,+0.0000,-0.7565,8,+23.7210,566,537,94.9%,71486,N/A,5.33,236.0,0,3,5,+0.04,PAPER
2026-03-03 09:10:00,BTC Up/Down 5m — 09:05-09:10 UTC,14,0.3776,24,0.3983,14,10,NO,0.7759,14.85,YES,+3.1373,-3.9835,-0.8461,8,+22.8749,220,212,96.4%,50106,N/A,5.29,35.6,2,6,0,+0.00,PAPER
2026-03-03 09:15:00,BTC Up/Down 5m — 09:10-09:15 UTC,10,0.3856,10,0.8392,10,0,NONE,1.2248,12.25,NO,-2.2476,+0.0000,-2.2476,7,+20.6273,76,69,90.8%,60295,N/A,3.86,269.9,0,2,5,+0.00,PAPER
2026-03-03 09:20:07,BTC Up/Down 5m — 09:15-09:20 UTC,29,0.4155,27,0.4470,27,2,YES,0.8625,24.12,NO,+3.7125,-0.8310,+2.8815,14,+23.5088,457,443,96.9%,30824,120,5.31,103.1,1,11,2,+0.07,PAPER
2026-03-03 09:25:00,BTC Up/Down 5m — 09:20-09:25 UTC,10,0.3550,0,0.0000,0,10,YES,0.0000,3.55,NO,+0.0000,-3.5498,-3.5498,2,+19.9591,170,168,98.8%,55239,N/A,3.55,N/A,2,0,0,+0.00,PAPER
2026-03-03 09:30:00,BTC Up/Down 5m — 09:25-09:30 UTC,10,0.3621,4,0.9996,4,6,YES,1.3617,7.62,NO,-1.4468,-2.1724,-3.6192,4,+16.3399,135,131,97.0%,54638,N/A,3.62,226.4,1,1,2,+0.10,PAPER
2026-03-03 10:15:07,BTC Up/Down 5m — 10:10-10:15 UTC,12,0.5800,12,0.3192,12,0,NONE,0.8992,10.79,YES,+1.2093,+0.0000,+1.2093,6,+17.5492,309,303,98.1%,53629,N/A,1.79,128.5,1,1,3,+0.08,PAPER
2026-03-03 10:19:52,BTC Up/Down 5m — 10:15-10:20 UTC,28,0.4259,30,0.4186,28,2,NO,0.8445,24.48,YES,+4.3543,-0.8371,+3.5171,14,+21.0663,177,163,92.1%,24277,132,5.20,115.3,4,7,3,+0.00,PAPER
2026-03-03 10:25:00,BTC Up/Down 5m — 10:20-10:25 UTC,0,0.0000,12,0.4298,0,12,NO,0.0000,5.16,YES,+0.0000,-5.1575,-5.1575,3,+15.9089,233,230,98.7%,61969,N/A,5.16,N/A,0,3,0,+0.00,PAPER
2026-03-03 10:30:00,BTC Up/Down 5m — 10:25-10:30 UTC,10,0.3550,0,0.0000,0,10,YES,0.0000,3.55,NO,+0.0000,-3.5498,-3.5498,2,+12.3591,251,249,99.2%,59923,N/A,3.55,N/A,2,0,0,+0.00,PAPER
2026-03-03 10:35:03,BTC Up/Down 5m — 10:30-10:35 UTC,33,0.3277,28,0.4768,28,5,YES,0.8045,24.17,NO,+5.4735,-1.6385,+3.8349,14,+16.1941,255,241,94.5%,61463,272,5.12,167.0,1,6,5,+0.04,PAPER
2026-03-03 10:40:06,BTC Up/Down 5m — 10:35-10:40 UTC,12,0.5812,12,0.4468,12,0,NONE,1.0280,12.34,NO,-0.3362,+0.0000,-0.3362,7,+15.8579,386,379,98.2%,69900,N/A,5.36,262.3,0,3,4,+0.00,PAPER
2026-03-03 10:45:05,BTC Up/Down 5m — 10:40-10:45 UTC,0,0.0000,13,0.4209,0,13,NO,0.0000,5.47,YES,+0.0000,-5.4717,-5.4717,3,+10.3862,72,69,95.8%,35956,N/A,5.47,N/A,0,3,0,+0.00,PAPER
2026-03-03 10:50:00,BTC Up/Down 5m — 10:45-10:50 UTC,0,0.0000,10,0.3754,0,10,NO,0.0000,3.75,YES,+0.0000,-3.7539,-3.7539,2,+6.6323,42,40,95.2%,47448,N/A,3.75,N/A,0,2,0,+0.00,PAPER
2026-03-03 10:55:00,BTC Up/Down 5m — 10:50-10:55 UTC,14,0.3907,0,0.0000,0,14,YES,0.0000,5.47,NO,+0.0000,-5.4697,-5.4697,3,+1.1626,186,183,98.4%,55496,N/A,5.47,N/A,0,3,0,+0.00,PAPER
2026-03-03 11:00:00,BTC Up/Down 5m — 10:55-11:00 UTC,26,0.6215,34,0.2255,26,8,NO,0.8470,23.83,YES,+3.9784,-1.8039,+2.1745,13,+3.3371,125,112,89.6%,62860,276,5.70,112.7,0,3,10,+0.00,PAPER
2026-03-03 11:05:00,BTC Up/Down 5m — 11:00-11:05 UTC,22,0.6107,24,0.4315,22,2,NO,1.0422,23.79,YES,-0.9281,-0.8630,-1.7911,13,+1.5460,179,166,92.7%,58497,270,5.51,130.6,1,8,4,+0.00,PAPER
2026-03-03 11:10:05,BTC Up/Down 5m — 11:05-11:10 UTC,14,0.3994,14,0.9893,14,0,NONE,1.3887,19.44,NO,-5.4417,+0.0000,-5.4417,10,-3.8958,132,122,92.4%,61818,N/A,5.59,271.9,1,2,7,+0.00,PAPER
2026-03-03 11:15:05,BTC Up/Down 5m — 11:10-11:15 UTC,30,0.3998,35,0.3654,30,5,NO,0.7651,24.78,NO,+7.0462,+3.1732,+10.2194,14,+6.3237,193,179,92.7%,74859,269,5.32,130.4,4,3,6,+0.00,PAPER
