timestamp,market,side,qty,ask_price,vwap_price,fill_price,cost,fee_pct,order_type,ask_age_ms,levels_walked,is_snipe,yes_qty,no_qty,pair_cost,skew,time_remaining,zone,obi,flow_pressure,sweep,sweep_side,opposite_ask,best_bid,spread,yes_bid_depth,yes_ask_depth,no_bid_depth,no_ask_depth,slippage_cents,time_to_hedge_s,unhedged_usd,mode
2026-03-03 00:00:10,BTC Up/Down 5m — 00:00-00:05 UTC,YES,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,212,1,NO,4.0,0.0,0.0000,1.000,290,Value,0.745,0.148,YES,NO,0.5800,0.4200,0.0100,44928,44146,44146,44928,+0.00,N/A,1.75,LIVE
2026-03-03 00:00:30,BTC Up/Down 5m — 00:00-00:05 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,254,1,NO,4.0,4.0,0.8834,0.000,270,Value,0.782,0.782,YES,NO,0.5800,0.4200,0.0200,51103,44725,44725,51103,+0.00,20.5,0.00,LIVE
2026-03-03 00:00:31,BTC Up/Down 5m — 00:00-00:05 UTC,NO,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,292,1,NO,4.0,8.0,0.8783,0.333,269,Value,0.912,0.782,YES,NO,0.6000,0.4000,0.0300,50894,42776,42776,50894,+0.00,21.5,1.77,LIVE
2026-03-03 00:02:07,BTC Up/Down 5m — 00:00-00:05 UTC,YES,5.0,0.3500,0.3500,0.3550,1.7749,1.42%,TAKER,246,1,NO,9.0,8.0,0.8329,0.059,172,Sniper,0.662,0.613,NO,,0.6600,0.3400,0.0100,31919,40305,40305,31919,+0.00,98.8,0.39,LIVE
2026-03-03 00:02:13,BTC Up/Down 5m — 00:00-00:05 UTC,YES,5.0,0.3500,0.3500,0.3550,1.7749,1.42%,TAKER,5712,1,YES,14.0,8.0,0.8200,0.273,167,Sniper,0.736,0.620,YES,NO,0.6600,0.3400,0.0100,32125,40239,40239,32125,+0.00,104.2,2.27,LIVE
2026-03-03 00:02:56,BTC Up/Down 5m — 00:00-00:05 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,209,1,NO,14.0,12.0,0.8217,0.077,123,Value,0.335,0.670,YES,YES,0.5800,0.4200,0.0200,35445,27313,27313,35445,+0.00,166.9,0.76,LIVE
2026-03-03 00:02:58,BTC Up/Down 5m — 00:00-00:05 UTC,NO,4.0,0.4100,0.4100,0.4162,1.6648,1.51%,TAKER,790,1,NO,14.0,16.0,0.8149,0.067,121,Value,0.440,0.625,NO,,0.6000,0.4000,0.0100,37313,28191,28191,37313,+0.00,168.8,0.87,LIVE
2026-03-03 00:03:00,BTC Up/Down 5m — 00:00-00:05 UTC,NO,5.0,0.3700,0.3700,0.3754,1.8770,1.46%,TAKER,204,1,NO,14.0,21.0,0.8003,0.200,119,Value,0.714,0.649,NO,,0.6400,0.3600,0.0100,36873,28977,28977,36873,+0.00,171.0,2.95,LIVE
2026-03-03 00:03:02,BTC Up/Down 5m — 00:00-00:05 UTC,NO,5.0,0.3800,0.3800,0.3856,1.9280,1.47%,TAKER,1384,1,NO,14.0,26.0,0.7933,0.300,117,Value,0.572,0.650,NO,,0.6300,0.3700,0.0100,36698,29480,29480,36698,+0.00,173.1,4.98,LIVE
2026-03-03 00:05:13,BTC Up/Down 5m — 00:05-00:10 UTC,YES,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,2580,1,NO,4.0,0.0,0.0000,1.000,286,Value,0.379,0.410,YES,NO,0.5800,0.4200,0.0100,43290,47481,47481,43290,+0.00,N/A,1.75,LIVE
2026-03-03 00:07:42,BTC Up/Down 5m — 00:05-00:10 UTC,YES,4.0,0.4100,0.4100,0.4162,1.6648,1.51%,TAKER,66653,1,NO,8.0,0.0,0.0000,1.000,137,Value,0.566,0.460,NO,,0.6000,0.4000,0.0100,44632,47659,47659,44632,+0.00,N/A,3.41,LIVE
2026-03-03 00:07:45,BTC Up/Down 5m — 00:05-00:10 UTC,YES,5.0,0.3900,0.3900,0.3958,1.9790,1.49%,TAKER,204,1,NO,13.0,0.0,0.0000,1.000,134,Value,0.309,0.445,NO,,0.6200,0.3800,0.0100,33970,40027,40027,33970,+0.00,N/A,5.39,LIVE
2026-03-03 00:08:07,BTC Up/Down 5m — 00:05-00:10 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,207,1,NO,13.0,4.0,0.8614,0.529,113,Value,0.575,0.396,YES,NO,0.5800,0.4200,0.0200,35408,33595,33595,35408,+0.00,175.0,3.73,LIVE
2026-03-03 00:08:09,BTC Up/Down 5m — 00:05-00:10 UTC,NO,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,703,1,NO,13.0,8.0,0.8563,0.238,111,Value,0.562,0.398,YES,NO,0.5800,0.4200,0.0100,36703,33228,33228,36703,+0.00,176.8,2.07,LIVE
2026-03-03 00:08:11,BTC Up/Down 5m — 00:05-00:10 UTC,NO,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,2708,1,NO,13.0,12.0,0.8546,0.040,109,Value,0.654,0.387,NO,,0.5800,0.4200,0.0100,36697,33355,33355,36697,+0.00,178.9,0.41,LIVE
2026-03-03 00:08:13,BTC Up/Down 5m — 00:05-00:10 UTC,NO,4.0,0.4200,0.4200,0.4264,1.7056,1.52%,TAKER,786,1,NO,13.0,16.0,0.8512,0.103,107,Value,0.474,0.400,NO,,0.5900,0.4100,0.0100,37289,33870,33870,37289,+0.00,180.8,1.31,LIVE
2026-03-03 00:08:15,BTC Up/Down 5m — 00:05-00:10 UTC,NO,4.0,0.4200,0.4200,0.4264,1.7056,1.52%,TAKER,2791,1,NO,13.0,20.0,0.8492,0.212,105,Value,0.724,0.396,NO,,0.5900,0.4100,0.0100,37765,32331,32331,37765,+0.00,182.7,3.04,LIVE
2026-03-03 00:09:30,BTC Up/Down 5m — 00:05-00:10 UTC,YES,2.0,0.7700,0.7700,0.7785,1.5570,1.11%,TAKER,203,1,NO,15.0,20.0,0.8977,0.143,29,Panic,0.650,0.590,YES,NO,0.3800,0.6200,0.1500,29870,25934,25934,29870,+0.00,84.1,2.17,LIVE
2026-03-03 00:09:38,BTC Up/Down 5m — 00:05-00:10 UTC,YES,2.0,0.7800,0.7800,0.7884,1.5767,1.07%,TAKER,5376,1,NO,17.0,20.0,0.9360,0.081,21,Panic,0.356,0.710,NO,,0.2300,0.7700,0.0100,30046,26083,26083,30046,+0.00,92.0,1.30,LIVE
2026-03-03 00:09:40,BTC Up/Down 5m — 00:05-00:10 UTC,YES,2.0,0.7800,0.7800,0.7884,1.5767,1.07%,TAKER,7377,1,NO,19.0,20.0,0.9662,0.026,20,Panic,0.464,0.707,NO,,0.2300,0.7700,0.0100,30579,26010,26010,30579,+0.00,93.3,0.43,LIVE
2026-03-03 00:09:42,BTC Up/Down 5m — 00:05-00:10 UTC,YES,2.0,0.7600,0.7600,0.7687,1.5373,1.14%,TAKER,205,1,NO,21.0,28.0,0.9368,0.143,18,Panic,0.462,0.717,NO,,0.2500,0.7500,0.0100,29432,25794,25794,29432,+0.00,95.6,2.68,LIVE
2026-03-03 00:09:45,BTC Up/Down 5m — 00:05-00:10 UTC,YES,2.0,0.7600,0.7600,0.7687,1.5373,1.14%,TAKER,2206,1,NO,23.0,28.0,0.9555,0.098,15,Panic,0.504,0.718,NO,,0.2500,0.7500,0.0100,31850,24681,24681,31850,+0.00,98.3,1.91,LIVE
2026-03-03 02:15:13,BTC Up/Down 5m — 02:15-02:20 UTC,NO,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,200,1,NO,0.0,4.0,0.0000,1.000,286,Value,0.745,0.971,YES,YES,0.5800,0.4200,0.0100,51463,45849,45849,51463,+0.00,N/A,1.75,PAPER
2026-03-03 02:15:15,BTC Up/Down 5m — 02:15-02:20 UTC,NO,4.0,0.4200,0.4200,0.4264,1.7056,1.52%,TAKER,382,1,NO,0.0,8.0,0.0000,1.000,284,Value,0.588,0.978,YES,NO,0.5900,0.4100,0.0100,51357,47799,47799,51357,+0.00,N/A,3.45,PAPER
2026-03-03 02:15:17,BTC Up/Down 5m — 02:15-02:20 UTC,NO,5.0,0.3800,0.3800,0.3856,1.9280,1.47%,TAKER,307,1,NO,0.0,13.0,0.0000,1.000,282,Value,0.570,0.984,YES,NO,0.6300,0.3700,0.0100,51867,46539,46539,51867,+0.00,N/A,5.38,PAPER
2026-03-03 02:16:18,BTC Up/Down 5m — 02:15-02:20 UTC,YES,5.0,0.3500,0.3500,0.3550,1.7749,1.42%,TAKER,200,1,NO,5.0,13.0,0.7688,0.444,221,Sniper,0.671,0.770,NO,,0.6600,0.3400,0.0100,44462,49308,49308,44462,+0.00,64.9,3.31,PAPER
2026-03-03 02:16:21,BTC Up/Down 5m — 02:15-02:20 UTC,YES,6.0,0.3200,0.3200,0.3244,1.9461,1.36%,TAKER,202,1,NO,11.0,13.0,0.7521,0.083,219,Sniper,0.664,0.759,NO,,0.6900,0.3100,0.0100,39707,47167,47167,39707,+0.00,67.8,0.83,PAPER
2026-03-03 02:16:26,BTC Up/Down 5m — 02:15-02:20 UTC,YES,5.0,0.3400,0.3400,0.3448,1.7238,1.40%,TAKER,212,1,NO,16.0,13.0,0.7541,0.103,214,Sniper,0.913,0.747,NO,,0.6700,0.3300,0.0100,37826,41120,41120,37826,+0.00,72.4,1.02,PAPER
2026-03-03 02:16:39,BTC Up/Down 5m — 02:15-02:20 UTC,YES,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,539,1,NO,20.0,13.0,0.7754,0.212,201,Value,0.506,0.600,NO,,0.5700,0.4300,0.0100,40011,40926,40926,40011,+0.00,85.6,2.53,PAPER
2026-03-03 02:17:14,BTC Up/Down 5m — 02:15-02:20 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,206,1,NO,20.0,17.0,0.7832,0.081,165,Value,0.635,0.771,YES,NO,0.5800,0.4200,0.0200,42451,35419,35419,42451,+0.00,56.3,1.08,PAPER
2026-03-03 02:17:39,BTC Up/Down 5m — 02:15-02:20 UTC,YES,5.0,0.3500,0.3500,0.3550,1.7749,1.42%,TAKER,205,1,NO,25.0,17.0,0.7819,0.190,140,Sniper,0.501,0.638,NO,,0.6700,0.3300,0.0200,34540,44789,44789,34540,+0.00,145.9,2.88,PAPER
2026-03-03 02:17:41,BTC Up/Down 5m — 02:15-02:20 UTC,YES,5.0,0.3400,0.3400,0.3448,1.7238,1.40%,TAKER,1242,1,NO,30.0,17.0,0.7793,0.277,138,Sniper,0.225,0.634,NO,,0.6700,0.3300,0.0100,34548,41633,41633,34548,+0.00,147.9,4.65,PAPER
2026-03-03 02:19:30,BTC Up/Down 5m — 02:15-02:20 UTC,NO,2.0,0.9900,0.9900,0.9906,1.9812,0.06%,TAKER,2562,1,NO,30.0,19.0,0.8392,0.224,30,Panic,0.019,0.459,YES,NO,0.0100,0.9900,0.0000,70,31278,31278,70,+0.00,191.6,3.93,PAPER
2026-03-03 02:19:32,BTC Up/Down 5m — 02:15-02:20 UTC,NO,2.0,0.9900,0.9900,0.9906,1.9812,0.06%,TAKER,4566,1,NO,30.0,21.0,0.8877,0.176,28,Panic,0.306,0.471,YES,NO,0.0200,0.9800,0.0100,2265,30616,30616,2265,+0.00,193.6,3.22,PAPER
2026-03-03 02:19:34,BTC Up/Down 5m — 02:15-02:20 UTC,NO,2.0,0.9900,0.9900,0.9906,1.9812,0.06%,TAKER,6567,1,NO,30.0,23.0,0.9277,0.132,26,Panic,0.330,0.410,YES,NO,0.0200,0.9800,0.0100,2477,30361,30361,2477,+0.00,195.6,2.50,PAPER
2026-03-03 02:20:17,BTC Up/Down 5m — 02:20-02:25 UTC,YES,5.0,0.3500,0.3500,0.3550,1.7749,1.42%,TAKER,217,1,YES,5.0,0.0,0.0000,1.000,283,Sniper,0.686,0.816,YES,NO,0.6600,0.3400,0.0100,43652,47242,47242,43652,+0.00,N/A,1.77,PAPER
2026-03-03 02:20:19,BTC Up/Down 5m — 02:20-02:25 UTC,YES,5.0,0.3500,0.3500,0.3550,1.7749,1.42%,TAKER,2218,1,YES,10.0,0.0,0.0000,1.000,281,Sniper,0.666,0.789,YES,NO,0.6600,0.3400,0.0100,43857,47112,47112,43857,+0.00,N/A,3.55,PAPER
2026-03-03 02:24:40,BTC Up/Down 5m — 02:20-02:25 UTC,NO,2.0,0.9990,0.9990,0.9996,1.9992,0.06%,TAKER,1348,1,NO,10.0,2.0,1.3546,0.667,20,Panic,0.004,0.905,YES,YES,0.0090,0.9910,0.0080,24,42874,42874,24,+0.00,262.7,2.84,PAPER
2026-03-03 02:24:55,BTC Up/Down 5m — 02:20-02:25 UTC,NO,2.0,0.9990,0.9990,0.9996,1.9992,0.06%,TAKER,17240,1,NO,10.0,4.0,1.3546,0.429,4,Panic,0.025,0.944,YES,NO,0.0090,0.9910,0.0080,96,31077,31077,96,+0.00,278.6,2.13,PAPER
2026-03-03 02:25:39,BTC Up/Down 5m — 02:25-02:30 UTC,NO,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,205,1,NO,0.0,4.0,0.0000,1.000,260,Value,0.612,0.972,YES,NO,0.5800,0.4200,0.0100,53523,46220,46220,53523,+0.00,N/A,1.75,PAPER
2026-03-03 02:25:41,BTC Up/Down 5m — 02:25-02:30 UTC,NO,4.0,0.4200,0.4200,0.4264,1.7056,1.52%,TAKER,306,1,NO,0.0,8.0,0.0000,1.000,258,Value,0.724,0.974,YES,NO,0.5900,0.4100,0.0100,55028,46908,46908,55028,+0.00,N/A,3.45,PAPER
2026-03-03 02:25:43,BTC Up/Down 5m — 02:25-02:30 UTC,NO,4.0,0.4100,0.4100,0.4162,1.6648,1.51%,TAKER,1228,1,NO,0.0,12.0,0.0000,1.000,256,Value,0.789,0.976,YES,NO,0.6000,0.4000,0.0100,54377,46508,46508,54377,+0.00,N/A,5.12,PAPER
2026-03-03 02:29:30,BTC Up/Down 5m — 02:25-02:30 UTC,YES,2.0,0.8700,0.8700,0.8761,1.7523,0.71%,TAKER,2156,1,NO,2.0,12.0,1.3025,0.714,30,Panic,0.589,0.816,YES,NO,0.1400,0.8600,0.0100,32412,22462,22462,32412,+0.00,230.1,4.26,PAPER
2026-03-03 02:29:32,BTC Up/Down 5m — 02:25-02:30 UTC,YES,2.0,0.8800,0.8800,0.8858,1.7716,0.66%,TAKER,905,1,NO,4.0,12.0,1.3074,0.500,28,Panic,0.394,0.795,YES,NO,0.1300,0.8700,0.0100,31609,22349,22349,31609,+0.00,232.1,3.41,PAPER
2026-03-03 02:29:34,BTC Up/Down 5m — 02:25-02:30 UTC,YES,2.0,0.8500,0.8500,0.8568,1.7135,0.80%,TAKER,393,1,NO,6.0,12.0,1.2993,0.333,26,Panic,0.497,0.790,YES,NO,0.1600,0.8400,0.0100,31263,22900,22900,31263,+0.00,234.1,2.56,PAPER
2026-03-03 02:29:36,BTC Up/Down 5m — 02:25-02:30 UTC,YES,2.0,0.8800,0.8800,0.8858,1.7716,0.66%,TAKER,202,1,NO,8.0,12.0,1.3025,0.200,24,Panic,0.610,0.812,YES,YES,0.1300,0.8700,0.0100,31704,21879,21879,31704,+0.00,236.2,1.71,PAPER
2026-03-03 02:29:38,BTC Up/Down 5m — 02:25-02:30 UTC,YES,2.0,0.8800,0.8800,0.8858,1.7716,0.66%,TAKER,2204,1,NO,10.0,12.0,1.3045,0.091,22,Panic,0.529,0.822,YES,YES,0.1300,0.8700,0.0100,31477,22280,22280,31477,+0.00,238.2,0.85,PAPER
2026-03-03 02:29:40,BTC Up/Down 5m — 02:25-02:30 UTC,YES,2.0,0.8900,0.8900,0.8954,1.7909,0.61%,TAKER,207,1,NO,12.0,12.0,1.3074,0.000,20,Panic,0.556,0.831,NO,,0.1200,0.8800,0.0100,31588,21985,21985,31588,+0.00,240.3,0.00,PAPER
2026-03-03 02:30:24,BTC Up/Down 5m — 02:30-02:35 UTC,YES,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,201,1,NO,4.0,0.0,0.0000,1.000,276,Value,0.514,0.485,YES,NO,0.5700,0.4300,0.0100,46857,50398,50398,46857,+0.00,N/A,1.79,PAPER
2026-03-03 02:30:44,BTC Up/Down 5m — 02:30-02:35 UTC,NO,4.0,0.4200,0.4200,0.4264,1.7056,1.52%,TAKER,210,1,NO,4.0,4.0,0.8732,0.000,255,Value,0.450,0.803,YES,NO,0.6000,0.4000,0.0200,52379,45821,45821,52379,+0.00,20.8,0.00,PAPER
2026-03-03 02:30:46,BTC Up/Down 5m — 02:30-02:35 UTC,NO,4.0,0.4100,0.4100,0.4162,1.6648,1.51%,TAKER,656,1,NO,4.0,8.0,0.8681,0.333,253,Value,0.543,0.814,YES,NO,0.6000,0.4000,0.0100,51428,46151,46151,51428,+0.00,22.9,1.69,PAPER
2026-03-03 02:34:30,BTC Up/Down 5m — 02:30-02:35 UTC,YES,2.0,0.9000,0.9000,0.9051,1.8101,0.56%,TAKER,200,1,NO,6.0,8.0,1.0208,0.143,30,Panic,0.452,0.834,NO,,0.1100,0.8900,0.0100,30332,22604,22604,30332,+0.00,225.2,0.84,PAPER
2026-03-03 02:34:32,BTC Up/Down 5m — 02:30-02:35 UTC,YES,2.0,0.9000,0.9000,0.9051,1.8101,0.56%,TAKER,2205,1,NO,8.0,8.0,1.0972,0.000,28,Panic,0.431,0.838,NO,,0.1100,0.8900,0.0100,30086,22373,22373,30086,+0.00,227.2,0.00,PAPER
2026-03-03 02:35:07,BTC Up/Down 5m — 02:35-02:40 UTC,YES,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,307,1,NO,4.0,0.0,0.0000,1.000,293,Value,0.366,0.518,YES,NO,0.6000,0.4000,0.0300,41531,44912,44912,41531,+0.00,N/A,1.75,PAPER
2026-03-03 02:35:09,BTC Up/Down 5m — 02:35-02:40 UTC,YES,5.0,0.4000,0.4000,0.4060,2.0300,1.50%,TAKER,1271,1,NO,9.0,0.0,0.0000,1.000,291,Value,0.453,0.356,YES,NO,0.6200,0.3800,0.0200,43577,46660,46660,43577,+0.00,N/A,3.78,PAPER
2026-03-03 02:35:16,BTC Up/Down 5m — 02:35-02:40 UTC,YES,5.0,0.3500,0.3500,0.3550,1.7749,1.42%,TAKER,202,1,YES,14.0,0.0,0.0000,1.000,283,Sniper,0.383,0.748,YES,NO,0.6600,0.3400,0.0100,42621,48206,48206,42621,+0.00,N/A,5.55,PAPER
2026-03-03 02:39:30,BTC Up/Down 5m — 02:35-02:40 UTC,NO,2.0,0.9900,0.9900,0.9906,1.9812,0.06%,TAKER,829,1,NO,14.0,2.0,1.3871,0.750,30,Panic,0.616,0.436,YES,NO,0.0200,0.9800,0.0100,6292,29663,29663,6292,+0.00,263.0,4.76,PAPER
2026-03-03 02:39:32,BTC Up/Down 5m — 02:35-02:40 UTC,NO,2.0,0.9800,0.9800,0.9812,1.9624,0.12%,TAKER,221,1,NO,14.0,4.0,1.3824,0.556,28,Panic,0.652,0.441,YES,NO,0.0300,0.9700,0.0100,6602,28605,28605,6602,+0.00,265.1,3.97,PAPER
2026-03-03 02:39:34,BTC Up/Down 5m — 02:35-02:40 UTC,NO,2.0,0.9900,0.9900,0.9906,1.9812,0.06%,TAKER,1937,1,NO,14.0,6.0,1.3840,0.400,26,Panic,0.580,0.441,YES,NO,0.0200,0.9800,0.0100,5599,29350,29350,5599,+0.00,267.1,3.17,PAPER
2026-03-03 02:39:36,BTC Up/Down 5m — 02:35-02:40 UTC,NO,2.0,0.9900,0.9900,0.9906,1.9812,0.06%,TAKER,3944,1,NO,14.0,8.0,1.3848,0.273,24,Panic,0.509,0.495,YES,NO,0.0200,0.9800,0.0100,4138,29555,29555,4138,+0.00,269.1,2.38,PAPER
2026-03-03 02:40:04,BTC Up/Down 5m — 02:40-02:45 UTC,YES,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,222,1,NO,4.0,0.0,0.0000,1.000,296,Value,0.722,-1.000,YES,YES,0.5800,0.4200,0.0100,38688,40471,40471,38688,+0.00,N/A,1.75,PAPER
2026-03-03 02:41:05,BTC Up/Down 5m — 02:40-02:45 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,205,1,NO,4.0,4.0,0.8834,0.000,235,Value,0.584,0.895,YES,NO,0.5800,0.4200,0.0200,50043,44346,44346,50043,+0.00,60.8,0.00,PAPER
2026-03-03 02:41:07,BTC Up/Down 5m — 02:40-02:45 UTC,NO,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,216,1,NO,4.0,8.0,0.8783,0.333,233,Value,0.523,0.896,YES,NO,0.5900,0.4100,0.0200,48016,40618,40618,48016,+0.00,63.0,1.77,PAPER
2026-03-03 02:44:30,BTC Up/Down 5m — 02:40-02:45 UTC,YES,2.0,0.9000,0.9000,0.9051,1.8101,0.56%,TAKER,658,1,NO,6.0,8.0,1.0344,0.143,30,Panic,0.337,0.662,NO,,0.1200,0.8800,0.0200,30317,22600,22600,30317,+0.00,204.8,0.88,PAPER
2026-03-03 02:44:32,BTC Up/Down 5m — 02:40-02:45 UTC,YES,2.0,0.8900,0.8900,0.8954,1.7909,0.61%,TAKER,1088,1,NO,8.0,8.0,1.1101,0.000,28,Panic,0.183,0.826,NO,,0.1200,0.8800,0.0100,29989,22816,22816,29989,+0.00,206.8,0.00,PAPER
2026-03-03 02:45:04,BTC Up/Down 5m — 02:45-02:50 UTC,YES,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,239,1,NO,4.0,0.0,0.0000,1.000,296,Value,0.513,0.000,YES,NO,0.5800,0.4200,0.0100,42299,42932,42932,42299,+0.00,N/A,1.75,PAPER
2026-03-03 02:45:28,BTC Up/Down 5m — 02:45-02:50 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,201,1,NO,4.0,4.0,0.8834,0.000,272,Value,0.789,0.950,YES,NO,0.5700,0.4300,0.0100,50670,44624,44624,50670,+0.00,24.1,0.00,PAPER
2026-03-03 02:45:30,BTC Up/Down 5m — 02:45-02:50 UTC,NO,4.0,0.4100,0.4100,0.4162,1.6648,1.51%,TAKER,605,1,NO,4.0,8.0,0.8681,0.333,270,Value,0.588,0.955,YES,NO,0.6300,0.3700,0.0400,50871,44920,44920,50871,+0.00,26.1,1.73,PAPER
2026-03-03 02:50:12,BTC Up/Down 5m — 02:50-02:55 UTC,YES,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,239,1,NO,4.0,0.0,0.0000,1.000,287,Value,0.307,0.549,YES,NO,0.5800,0.4200,0.0100,46749,50119,50119,46749,+0.00,N/A,1.75,PAPER
2026-03-03 02:50:14,BTC Up/Down 5m — 02:50-02:55 UTC,YES,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,1439,1,NO,8.0,0.0,0.0000,1.000,285,Value,0.327,0.508,YES,NO,0.5800,0.4200,0.0100,47077,50860,50860,47077,+0.00,N/A,3.49,PAPER
2026-03-03 02:50:19,BTC Up/Down 5m — 02:50-02:55 UTC,YES,5.0,0.3900,0.3900,0.3958,1.9790,1.49%,TAKER,1416,1,NO,13.0,0.0,0.0000,1.000,281,Value,0.446,0.598,YES,NO,0.6400,0.3600,0.0300,46049,49710,49710,46049,+0.00,N/A,5.47,PAPER
2026-03-03 03:04:47,BTC Up/Down 5m — 02:50-02:55 UTC,NO,2.0,0.7800,0.7800,0.7884,1.5767,1.07%,TAKER,759958,1,NO,13.0,2.0,1.2093,0.733,0,Panic,0.432,0.809,YES,YES,0.2300,0.7700,0.0100,34604,43354,43354,34604,+0.00,875.4,4.63,PAPER
2026-03-03 03:05:27,BTC Up/Down 5m — 03:05-03:10 UTC,NO,4.0,0.4300,0.4300,0.4366,1.7463,1.53%,TAKER,203,1,NO,0.0,4.0,0.0000,1.000,273,Value,0.358,0.761,YES,NO,0.5800,0.4200,0.0100,51019,45264,45264,51019,+0.00,N/A,1.75,PAPER
2026-03-03 03:06:06,BTC Up/Down 5m — 03:05-03:10 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,208,1,NO,0.0,8.0,0.0000,1.000,234,Value,0.308,0.826,NO,,0.5700,0.4300,0.0100,49146,46888,46888,49146,+0.00,N/A,3.53,PAPER
2026-03-03 03:06:17,BTC Up/Down 5m — 03:05-03:10 UTC,NO,4.0,0.4400,0.4400,0.4468,1.7871,1.54%,TAKER,201,1,NO,0.0,12.0,0.0000,1.000,222,Value,0.566,0.820,YES,NO,0.5800,0.4200,0.0200,42972,38584,38584,42972,+0.00,N/A,5.32,PAPER
2026-03-03 03:22:45,BTC Up/Down 5m — 03:05-03:10 UTC,YES,3.0,0.5100,0.5100,0.5180,1.5539,1.56%,TAKER,954723,1,NO,3.0,12.0,0.9613,0.600,0,Panic,0.259,0.816,NO,,0.5000,0.5000,0.0100,41620,38970,38970,41620,+0.00,1038.0,3.99,PAPER
2026-03-03 03:22:55,BTC Up/Down 5m — 03:20-03:25 UTC,YES,9.0,0.2200,0.2200,0.2224,2.0012,1.07%,TAKER,202,1,NO,9.0,0.0,0.0000,1.000,125,Sniper,0.728,0.000,NO,,0.7900,0.2100,0.0100,29387,31855,31855,29387,+0.00,N/A,2.00,PAPER
2026-03-03 03:22:57,BTC Up/Down 5m — 03:20-03:25 UTC,YES,9.0,0.2200,0.2200,0.2224,2.0012,1.07%,TAKER,315,1,YES,18.0,0.0,0.0000,1.000,123,Sniper,0.727,1.000,YES,NO,0.7900,0.2100,0.0100,29471,32013,32013,29471,+0.00,N/A,4.00,PAPER
2026-03-03 03:24:30,BTC Up/Down 5m — 03:20-03:25 UTC,NO,2.0,0.6700,0.6700,0.6793,1.3585,1.38%,TAKER,1742,1,NO,18.0,2.0,0.9016,0.800,30,Panic,0.868,0.691,NO,,0.3400,0.6600,0.0100,28725,27737,27737,28725,+0.00,94.7,3.56,PAPER
2026-03-03 03:24:32,BTC Up/Down 5m — 03:20-03:25 UTC,NO,2.0,0.6700,0.6700,0.6793,1.3585,1.38%,TAKER,3744,1,NO,18.0,4.0,0.9016,0.636,28,Panic,0.902,0.686,NO,,0.3400,0.6600,0.0100,27232,27829,27829,27232,+0.00,96.7,3.11,PAPER
2026-03-03 03:24:34,BTC Up/Down 5m — 03:20-03:25 UTC,NO,2.0,0.6700,0.6700,0.6793,1.3585,1.38%,TAKER,5745,1,NO,18.0,6.0,0.9016,0.500,26,Panic,0.938,0.682,NO,,0.3500,0.6500,0.0200,26770,27664,27664,26770,+0.00,98.7,2.67,PAPER
2026-03-03 03:24:36,BTC Up/Down 5m — 03:20-03:25 UTC,NO,3.0,0.6500,0.6500,0.6592,1.9777,1.42%,TAKER,202,1,NO,18.0,9.0,0.8949,0.333,24,Panic,0.767,0.697,NO,,0.3600,0.6400,0.0100,27613,27622,27622,27613,+0.00,100.7,2.00,PAPER
2026-03-03 03:24:38,BTC Up/Down 5m — 03:20-03:25 UTC,NO,3.0,0.6000,0.6000,0.6090,1.8270,1.50%,TAKER,203,1,NO,18.0,12.0,0.8790,0.200,22,Panic,0.604,0.699,NO,,0.4300,0.5700,0.0300,26502,26989,26989,26502,+0.00,102.9,1.33,PAPER
2026-03-03 03:24:40,BTC Up/Down 5m — 03:20-03:25 UTC,NO,3.0,0.5500,0.5500,0.5585,1.6755,1.55%,TAKER,339,1,NO,18.0,15.0,0.8594,0.091,20,Panic,0.839,0.692,NO,,0.4600,0.5400,0.0100,27043,25580,25580,27043,+0.00,104.9,0.67,PAPER
